system:time_start,waterArea
"Nov 16, 2015",58.032
"Nov 16, 2015",93.102
"Nov 23, 2015",64.179
"Nov 23, 2015",124.271
"Dec 2, 2015",7.872
"Dec 2, 2015",47.05
"Dec 18, 2015",0
"Dec 18, 2015",0
"Dec 25, 2015",74.74
"Dec 25, 2015",131.054
"Jan 3, 2016",7.652
"Jan 10, 2016",85.504
"Jan 10, 2016",171.156
"Jan 26, 2016",75
"Jan 26, 2016",131.806
"Feb 4, 2016",0.253
"Feb 4, 2016",23.385
"Feb 11, 2016",42.786
"Feb 11, 2016",77.321
"Feb 20, 2016",21.647
"Feb 20, 2016",28.568
"Feb 27, 2016",0.025
"Mar 7, 2016",0
"Mar 7, 2016",0
"Mar 14, 2016",50.336
"Mar 14, 2016",87.553
"Mar 23, 2016",22.504
"Mar 23, 2016",33.797
"Mar 30, 2016",15.138
"Mar 30, 2016",21.03
"Apr 8, 2016",19.596
"Apr 8, 2016",17.41
"Apr 15, 2016",12.232
"Apr 15, 2016",16.489
"Apr 24, 2016",23.903
"Apr 24, 2016",30.191
"May 1, 2016",55.77
"May 1, 2016",154.272
"May 10, 2016",41.327
"May 10, 2016",92.723
"May 17, 2016",58.267
"May 17, 2016",118.03
"May 26, 2016",44.369
"May 26, 2016",78.468
"Jun 2, 2016",26.546
"Jun 2, 2016",62.499
"Jun 11, 2016",13.657
"Jun 11, 2016",12.027
"Jun 18, 2016",7.183
"Jun 18, 2016",10.02
"Jun 27, 2016",20.528
"Jun 27, 2016",19.882
"Jul 4, 2016",8.321
"Jul 4, 2016",10.496
"Jul 13, 2016",18.892
"Jul 13, 2016",18.46
"Jul 20, 2016",8.83
"Jul 20, 2016",11.511
"Jul 29, 2016",17.751
"Jul 29, 2016",17.303
"Aug 5, 2016",7.958
"Aug 5, 2016",10.27
"Aug 14, 2016",16.705
"Aug 14, 2016",16.652
"Aug 21, 2016",7.956
"Aug 21, 2016",10.219
"Aug 30, 2016",15.924
"Aug 30, 2016",16.641
"Sep 6, 2016",7.079
"Sep 6, 2016",8.647
"Sep 15, 2016",15.202
"Sep 15, 2016",16.67
"Sep 22, 2016",8.986
"Sep 22, 2016",13.209
"Oct 1, 2016",15.704
"Oct 1, 2016",18.303
"Oct 8, 2016",10.02
"Oct 8, 2016",18.146
"Oct 17, 2016",35.475
"Oct 17, 2016",48.512
"Nov 2, 2016",39.01
"Nov 2, 2016",75.424
"Nov 9, 2016",61.37
"Nov 9, 2016",127.294
"Nov 18, 2016",60.366
"Nov 18, 2016",102.886
"Nov 25, 2016",0
"Dec 4, 2016",30.387
"Dec 4, 2016",72.989
"Dec 11, 2016",1.003
"Dec 11, 2016",2.299
"Dec 20, 2016",33.249
"Dec 20, 2016",98.46
"Dec 27, 2016",67.014
"Dec 27, 2016",142.335
"Jan 5, 2017",120.894
"Jan 5, 2017",150.168
"Jan 12, 2017",1.754
"Jan 12, 2017",3.157
"Jan 21, 2017",105.008
"Jan 21, 2017",157.978
"Jan 28, 2017",86.247
"Jan 28, 2017",194.079
"Feb 6, 2017",23.272
"Feb 6, 2017",71.555
"Feb 13, 2017",69.047
"Feb 13, 2017",188.057
"Feb 22, 2017",31.893
"Feb 22, 2017",89.443
"Mar 1, 2017",105.319
"Mar 1, 2017",211.057
"Mar 10, 2017",0
"Mar 17, 2017",27.132
"Mar 17, 2017",44.308
"Apr 2, 2017",18.255
"Apr 2, 2017",24.641
"Apr 18, 2017",28.585
"Apr 18, 2017",59.318
"Apr 27, 2017",9.219
"Apr 27, 2017",14.051
"May 4, 2017",17.719
"May 4, 2017",31.684
"May 13, 2017",27.233
"May 13, 2017",48.666
"May 20, 2017",105.974
"May 20, 2017",231.801
"May 29, 2017",40.204
"May 29, 2017",91.597
"Jun 5, 2017",39.463
"Jun 5, 2017",78.16
"Jun 14, 2017",27.034
"Jun 14, 2017",34.679
"Jun 21, 2017",10.929
"Jun 21, 2017",15.212
"Jun 30, 2017",17.865
"Jun 30, 2017",18.547
"Jul 7, 2017",9.367
"Jul 7, 2017",12.19
"Jul 16, 2017",17.954
"Jul 16, 2017",18.365
"Jul 23, 2017",9.734
"Jul 23, 2017",10.848
"Aug 1, 2017",17.03
"Aug 1, 2017",17.858
"Aug 8, 2017",8.883
"Aug 8, 2017",11.476
"Aug 17, 2017",16.766
"Aug 17, 2017",17.743
"Aug 24, 2017",9.08
"Aug 24, 2017",11.566
"Sep 2, 2017",15.453
"Sep 2, 2017",16.954
"Sep 9, 2017",8.86
"Sep 9, 2017",11.463
"Sep 18, 2017",13.077
"Sep 18, 2017",16.234
"Sep 25, 2017",9.469
"Sep 25, 2017",11.938
"Oct 4, 2017",14.975
"Oct 4, 2017",17.8
"Oct 11, 2017",11.851
"Oct 11, 2017",18.132
"Oct 20, 2017",35.423
"Oct 20, 2017",45.068
"Oct 27, 2017",36.023
"Oct 27, 2017",78.08
"Nov 5, 2017",38.802
"Nov 5, 2017",78.521
"Nov 12, 2017",0
"Nov 12, 2017",0
"Nov 21, 2017",62.527
"Nov 21, 2017",116.971
"Nov 28, 2017",102.964
"Nov 28, 2017",187.859
"Dec 7, 2017",80.904
"Dec 7, 2017",129.578
"Dec 14, 2017",82.095
"Dec 14, 2017",164.683
"Dec 23, 2017",43.098
"Dec 23, 2017",99.253
"Dec 30, 2017",60.766
"Dec 30, 2017",136.796
"Jan 15, 2018",1.213
"Jan 15, 2018",0.016
"Jan 24, 2018",0
"Jan 24, 2018",0
"Jan 31, 2018",22.052
"Jan 31, 2018",58.331
"Feb 9, 2018",15.135
"Feb 9, 2018",33.504
"Feb 16, 2018",26.073
"Feb 16, 2018",42.429
"Feb 25, 2018",13.367
"Feb 25, 2018",28.525
"Mar 4, 2018",23.027
"Mar 4, 2018",3.546
"Mar 29, 2018",16.177
"Mar 29, 2018",17.31
"Apr 14, 2018",18.736
"Apr 14, 2018",23.282
"Apr 21, 2018",11.391
"Apr 21, 2018",14.565
"Apr 30, 2018",6.151
"Apr 30, 2018",13.199
"May 7, 2018",58.781
"May 7, 2018",132.834
"May 16, 2018",0.647
"May 16, 2018",4.345
"May 23, 2018",46.536
"May 23, 2018",104.653
"Jun 1, 2018",34.542
"Jun 1, 2018",67.196
"Jun 8, 2018",25.699
"Jun 8, 2018",48.696
"Jun 17, 2018",16.17
"Jun 17, 2018",17.469
"Jun 24, 2018",9.05
"Jun 24, 2018",11.888
"Jul 3, 2018",16.688
"Jul 3, 2018",16.999
"Jul 10, 2018",8.385
"Jul 10, 2018",10.482
"Jul 19, 2018",16.378
"Jul 19, 2018",16.716
"Jul 26, 2018",3.879
"Jul 26, 2018",3.937
"Aug 4, 2018",15.667
"Aug 4, 2018",16.076
"Aug 11, 2018",7.214
"Aug 11, 2018",9.091
"Aug 20, 2018",14.69
"Aug 20, 2018",15.509
"Aug 27, 2018",7.442
"Aug 27, 2018",9.853
"Sep 5, 2018",14.215
"Sep 5, 2018",15.674
"Sep 12, 2018",6.841
"Sep 12, 2018",9.726
"Sep 21, 2018",13.995
"Sep 21, 2018",16.128
"Sep 28, 2018",3.894
"Sep 28, 2018",5.141
"Oct 7, 2018",15.284
"Oct 7, 2018",19.154
"Oct 14, 2018",15.625
"Oct 14, 2018",27.989
"Oct 23, 2018",8.352
"Oct 23, 2018",9.8
"Oct 30, 2018",38.032
"Oct 30, 2018",79.415
"Nov 8, 2018",209.6
"Nov 8, 2018",210.261
"Nov 15, 2018",92.633
"Nov 15, 2018",188.429
"Nov 24, 2018",64.813
"Nov 24, 2018",59.209
"Dec 1, 2018",141.857
"Dec 1, 2018",184.859
"Dec 10, 2018",96.868
"Dec 10, 2018",137.773
"Dec 17, 2018",104.903
"Dec 17, 2018",143.231
"Dec 26, 2018",106.562
"Dec 26, 2018",150.775
"Jan 2, 2019",99.469
"Jan 2, 2019",191.784
"Jan 27, 2019",69.636
"Jan 27, 2019",128.3
"Feb 12, 2019",0
"Feb 19, 2019",90.686
"Feb 19, 2019",188.524
"Feb 28, 2019",82.515
"Feb 28, 2019",117.514
"Mar 7, 2019",117.445
"Mar 7, 2019",202.678
"Mar 16, 2019",32.501
"Mar 16, 2019",54.202
"Mar 23, 2019",26.643
"Mar 23, 2019",55.59
"Apr 1, 2019",2.364
"Apr 1, 2019",4.112
"Apr 17, 2019",24.109
"Apr 17, 2019",29.625
"Apr 24, 2019",16.568
"Apr 24, 2019",23.428
"May 3, 2019",17.331
"May 3, 2019",22.253
"May 10, 2019",66.14
"May 10, 2019",142.012
"May 19, 2019",0.057
"May 19, 2019",1.789
"May 26, 2019",0.003
"Jun 4, 2019",37.897
"Jun 4, 2019",69.927
"Jun 11, 2019",21.582
"Jun 11, 2019",41.559
"Jun 20, 2019",24.344
"Jun 20, 2019",26.762
"Jun 27, 2019",9.539
"Jun 27, 2019",13.022
"Jul 6, 2019",20.913
"Jul 6, 2019",19.977
"Jul 13, 2019",8.697
"Jul 13, 2019",11.15
"Jul 22, 2019",20.743
"Jul 22, 2019",20.052
"Jul 29, 2019",9.123
"Jul 29, 2019",12.62
"Aug 7, 2019",19.983
"Aug 7, 2019",19.236
"Aug 14, 2019",8.697
"Aug 14, 2019",11.191
"Aug 23, 2019",19.176
"Aug 23, 2019",18.78
"Aug 30, 2019",8.416
"Aug 30, 2019",10.79
"Sep 8, 2019",18.48
"Sep 8, 2019",18.498
"Sep 15, 2019",7.812
"Sep 15, 2019",9.791
"Sep 24, 2019",18.563
"Sep 24, 2019",19.34
"Oct 1, 2019",9.952
"Oct 1, 2019",13.526
"Oct 10, 2019",19.648
"Oct 10, 2019",22.037
"Oct 17, 2019",15.191
"Oct 17, 2019",26.206
"Oct 26, 2019",27.202
"Oct 26, 2019",40.424
"Nov 2, 2019",36.433
"Nov 2, 2019",74.208
"Nov 11, 2019",8.529
"Nov 11, 2019",17.189
"Nov 18, 2019",48.786
"Nov 18, 2019",118.054
"Nov 27, 2019",41.07
"Nov 27, 2019",84.368
"Dec 29, 2019",20.874
"Dec 29, 2019",15.855
"Jan 5, 2020",43.399
"Jan 5, 2020",76.084
"Jan 14, 2020",54.011
"Jan 14, 2020",64.091
"Jan 30, 2020",74.552
"Jan 30, 2020",112.729
"Feb 6, 2020",72.316
"Feb 6, 2020",143.298
"Feb 15, 2020",19.076
"Feb 15, 2020",45.926
"Feb 22, 2020",19.283
"Feb 22, 2020",31.117
"Mar 2, 2020",25.775
"Mar 2, 2020",29.29
"Mar 9, 2020",12.13
"Mar 9, 2020",18.794
"Mar 25, 2020",22.446
"Mar 25, 2020",18.317
"Apr 3, 2020",19.007
"Apr 3, 2020",19.178
"Apr 10, 2020",11.835
"Apr 10, 2020",14.64
"Apr 19, 2020",18.746
"Apr 19, 2020",22.117
"Apr 26, 2020",47.215
"Apr 26, 2020",106.68
"May 5, 2020",27.302
"May 5, 2020",67.228
"May 12, 2020",53.616
"May 12, 2020",119.684
"May 21, 2020",46.009
"May 21, 2020",98.827
"May 28, 2020",43.397
"May 28, 2020",95.483
"Jun 6, 2020",19.728
"Jun 6, 2020",22.736
"Jun 13, 2020",6.758
"Jun 13, 2020",7.936
"Jun 22, 2020",17.553
"Jun 22, 2020",17.846
"Jun 29, 2020",8.193
"Jun 29, 2020",10.47
"Jul 8, 2020",16.439
"Jul 8, 2020",16.69
"Jul 15, 2020",8.339
"Jul 15, 2020",10.915
"Jul 24, 2020",15.718
"Jul 24, 2020",16.153
"Jul 31, 2020",7.833
"Jul 31, 2020",10.042
